brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,price
Ford,Excursion Limited,2001,109357,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Green,Beige,True,12749
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,18853
Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,104999
INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,16900
Volkswagen,Golf GTI 2.0T,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,14500
Dodge,Challenger R/T Scat,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,Go Mango!,Black,True,53900
Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,47999
Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Red,False,24900
Mercedes-Benz,AMG G 63,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,108900
Ford,Expedition Limited,2018,98995,Gasoline,3.5 Liter GTDI,Ingot Silver Metallic,Ebony,True,34998
Volkswagen,Routan SE,2012,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,5000
Bugatti,Veyron 16.4 Grand,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,White,White,True,1950995
Toyota,Highlander XLE,2020,61341,Gasoline,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Black,True,34084
Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Black,Black,True,15599
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6L V6 24V MPFI DOHC,Black Clearcoat,Black,True,31331
Land,Rover Range Rover,2008,114287,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,9900
Acura,ILX 2.0L w/Premium,2015,75000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gold,Beige,True,14500
BMW,M6 Base,2016,45800,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gold,Black,False,36800
BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,White,True,35000
Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,49750
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,Silver,Beige,True,49000
Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,10500
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,Beige,True,17999
GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,27995
INFINITI,G37 x,2009,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,8750
Ford,Transit-350 XLT,2023,20000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,78499
Cadillac,XTS Luxury,2018,46711,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,20850
Nissan,NV Passenger NV3500,2017,46496,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Black,Gray,True,41000
Mercedes-Benz,GLS 450 Base,2019,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,53800
Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,37900
Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Black,True,63500
RAM,ProMaster 2500 Window,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,65000
Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Orange,Orange,True,100000
Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,8995
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Bianco Monocerus,Nero Ade,True,359991
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Verde,Black,True,75900
Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2L I3 12V GDI DOHC Turbo,Pacific Blue Metallic,Jet Black,True,23995
Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Red,True,257000
INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,15000
Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,33950
Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,Wind Chill Pearl,Graphite,True,47498
Nissan,Armada SL,2022,14735,Gasoline,5.6 Liter,White,Black,True,50998
Audi,Q5 Premium,2023,2425,Hybrid,2.0 Liter TFSI,Mythos Black,–,True,42998
Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,94999
Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Beige,True,46995
RAM,1500 Laramie,2022,18051,Gasoline,5.7L V8 16V MPFI OHV,Patriot Blue Pearlcoat,Black,True,47995
Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,14900
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,2.0 Liter DOHC Turbo,Lunar Silver Metallic,Ebony,True,39998
Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Black,Black,True,29999
Honda,CR-V EX,2003,224000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Black,Gray,True,3900
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gray,Beige,True,26000
Mazda,MX-5 Miata Grand,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,–,True,11000
Porsche,718 Boxster Base,2019,6700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,63000
Ford,Transit-350 XLT,2015,143000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,True,22500
Kia,Sportage SX Turbo,2017,87842,Gasoline,2.0L I4 16V GDI DOHC Turbo,Black Cherry,Black,True,18688
INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,16500
Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Red,Gray,True,27900
Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Black,True,77500
Land,Rover Discovery HSE,2019,20034,Gasoline,3.0 Liter,Yulong White,Tan/Ebony,True,43998
Ford,Transit-350 XLT,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,Black,Black,True,68000
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,19995
Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,True,54000
Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,5900
Porsche,911 Carrera 4S,2020,25568,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,Red,Black,True,134999
Mercedes-Benz,AMG C 43,2018,67100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,34250
Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,37000
Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,12000
Volkswagen,Golf R 4-Door,2018,36000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,32000
Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,24500
BMW,M8 Competition,2020,10906,Gasoline,4.4 Liter Twin Turbo,Donington Grey Metallic,Black,True,96998
Lincoln,MKC Select,2019,49814,Gasoline,2.0L I4 16V GDI DOHC Turbo,Ruby Red Metallic Tinted Clearcoat,Cappuccino,True,26545
BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,White,White,True,86999
Toyota,Highlander XLE,2021,67039,Gasoline,3.5L V6 24V PDI DOHC,Blue,Black,True,34645
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L I4 16V,Platinum Quartz Metallic,Black,True,28535
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,White,Black,True,43550
Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Blue,Brown,True,27500
Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,69000
Chevrolet,Corvette Base,2005,143095,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,16000
Acura,RSX Type S,2002,80000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Beige,Beige,True,8500
Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Blue,Brown,True,275000
Porsche,Cayman S,2007,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,45000
Rolls-Royce,Phantom Drophead Coupe,2013,2958,Gasoline,6.8L V12 48V GDI DOHC,Yellow,–,True,488880
Audi,SQ7 4.0T,2022,28927,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Matador Red Metallic,Black,True,74900
Mercedes-Benz,AMG GLS 63,2022,4102,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Black,True,144664
Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,38500
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,12995
Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,10000
Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,27000
Dodge,Dakota SLT Quad,2007,232492,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Gray,True,6000
Maserati,Ghibli S Q4,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Blu,Nero,True,52645
Land,Rover Discovery Sport,2020,20927,Gasoline,2.0 Liter,Fuji White,–,True,35998
Aston,Martin DBX Base,2021,2353,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Green,Sahara Tan,True,159500
Audi,Q3 45 S,2022,9325,Gasoline,2.0L I4 16V GDI DOHC Turbo,Mythos Black Metallic,Black,True,33610
Ford,Explorer XLT,2020,61001,Gasoline,2.3L I4 16V GDI DOHC Turbo,Gray,Ebony,True,28616
Mercedes-Benz,AMG GLC 63,2018,71962,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Black,True,46900
Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,29990
BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,28499
Kia,Stinger GT2,2020,57000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Black,Red,True,36500
Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gold,Black,True,9999
Kia,Sportage X-Pro,2023,459,Gasoline,2.5L I4 16V PDI DOHC,Jungle Green,Black,True,36998
BMW,M4 Base,2016,62500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Orange,True,40500
Hyundai,Equus Signature,2013,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,17500
Mercedes-Benz,AMG E 53,2020,8375,Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr",BLACK,BLACK,True,69900
BMW,M550 i xDrive,2020,40000,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,53000
Subaru,Impreza WRX STI,2014,77000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,30000
Mercedes-Benz,AMG G 63,2019,19593,Gasoline,4.0 Liter Twin Turbo,Black,Black,True,159998
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,2.5L I4 16V GDI DOHC Turbo,Deep Crystal Blue Mica,Black,True,22966
Hyundai,Veloster Base,2013,800,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Black,Gray,True,9800
Bentley,Bentayga S,2023,2600,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Beluga Black,Hotspur,True,239995
Land,Rover Defender X-Dynamic,2023,6204,Hybrid,3.0 Liter,Eiger Grey,–,True,79998
Kia,Telluride SX,2020,69185,Gasoline,3.8L V6 24V GDI DOHC,Ebony Black,Gray,True,37405
Maserati,GranTurismo Sport,2015,45000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,41900
BMW,540 i xDrive,2020,37426,Gasoline,2.0 Liter Turbo,White,Black,True,39998
INFINITI,M56 Base,2011,137000,Gasoline,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Gray,Brown,True,8500
Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Red,True,73900
Audi,Q5 S line,2023,4648,Hybrid,2.0 Liter TFSI,Mythos Black,Black,True,47598
Lexus,GX 460 Base,2018,52100,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,38000
BMW,X1 sDrive28i,2014,50100,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Brown,Beige,True,10795
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,32400
RAM,1500 Big Horn,2021,70968,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,34000
BMW,M4 Base,2015,26600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,–,True,53000
Volvo,S90 T5 Momentum,2018,95000,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,18000
Subaru,Impreza WRX Sti,2005,94000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Blue,True,19500
BMW,X6 xDrive40i,2020,45076,Gasoline,3.0 Liter Turbo,Blue,Black,True,57998
Cadillac,CTS 2.0L Turbo,2014,110000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gold,Beige,True,11000
Land,Rover Discovery Sport,2016,49083,Gasoline,2.0L I4 16V GDI DOHC Turbo,Indus Silver,Ebony,True,21590
Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,27500
Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,18000
Land,Rover Range Rover,2023,324,Gasoline,4.4 Liter,Black,Blk,True,199998
Kia,Optima EX,2019,68166,Gasoline,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Ebony Black,Black,True,20818
Toyota,Highlander SE,2018,53607,Gasoline,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Black,True,31853
Mercedes-Benz,Sprinter 4500 High,2019,16813,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Gray,Black,False,45900
BMW,X1 xDrive28i,2020,18200,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,29500
Audi,R8 5.2,2015,51000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,White,Black,True,102000
Audi,S3 2.0T Tech,2018,16400,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Red,True,42800
Toyota,Tundra Hybrid TRD,2022,7000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Orange,–,True,75500
Audi,SQ5 3.0T Premium,2022,8497,Gasoline,3.0L V6 24V GDI DOHC Turbo,Ibis White,Black,True,52900
Audi,A6 2.0T Premium,2016,68000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,20000
Lamborghini,Huracan EVO Base,2022,2523,Gasoline,5.2L V10 40V GDI DOHC,Bianco Icarus Metallic,Nero Ade,True,288900
BMW,328 xi,2007,83000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Brown,True,8995
Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,50000
Cadillac,Escalade Sport Platinum,2021,15689,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,Infrared Tintcoat,Jet Black,True,97952
BMW,M235 i,2014,125450,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Black,True,17200
Kia,Telluride SX,2023,9822,Gasoline,3.8L V6 24V GDI DOHC,Midnight Black,Gray,True,50998
Chevrolet,Express 3500 Base,2008,144000,Gasoline,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,White,Gray,True,22000
GMC,Acadia SLE,2020,30900,Gasoline,2.5L I4 16V GDI DOHC,Summit White,Jet Black,True,27654
BMW,X3 xDrive30i,2021,2492,Gasoline,2.0 Liter Turbo,Phytonic Blue Metallic,Canberra Beige/Black,True,41598
Audi,TT 2.0T,2015,126760,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,14000
Subaru,Outback 3.6R Touring,2017,100680,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Brown,–,True,20500
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Red,–,True,4495
Hyundai,Santa Fe SEL,2022,26895,Gasoline,2.5L I4 16V PDI DOHC,Quartz White,Black,False,29800
BMW,M5 Base,2018,20500,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,67000
Dodge,Ram 1500 ST,2011,134000,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Gray,True,10500
Ford,Fusion Energi Titanium,2015,84352,Plug-In Hybrid,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Blue,Black,True,10000
Toyota,Tundra Hybrid TRD,2022,19000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Orange,Black,True,71000
Land,Rover Range Rover,2015,115550,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,17500
Lincoln,Navigator Base,2009,191775,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,White,Beige,True,9750
Mercedes-Benz,Sprinter 3500 High,2017,124630,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Black,Black,True,75000
Mercedes-Benz,AMG E 63,2019,17000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Brown,True,95000
BMW,440 i xDrive,2018,73500,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Blue,True,32000
Acura,Integra LS,1998,120000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Red,–,True,5500
Audi,Q7 55 Prestige,2019,73837,Gasoline,3.0L V6 24V GDI DOHC Supercharged,Cobra Beige Metallic,Nougat Brown,True,36340
BMW,M6 Base,2014,29500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,40999
Volkswagen,Arteon 2.0T SE,2021,13613,Gasoline,2.0 Liter TSI,Pure White,Titan Black,True,29798
Lexus,LX 600 F,2023,1185,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,120990
INFINITI,Q40 Base,2015,143250,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,11500
BMW,Z4 3.0i Roadster,2006,46508,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Green,Beige,True,11500
BMW,M6 Base,2015,18651,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,59549
BMW,X3 M40i,2019,36438,Gasoline,3.0 Liter Turbo,Alpine White,Oyster W/Contrast,True,39998
Kia,Sorento LX,2014,46628,Gasoline,2.4L I4 16V GDI DOHC,Snow White Pearl,Beige,True,15363
BMW,Z4 sDrive28i,2015,57550,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,White,True,29995
Cadillac,CTS-V Base,2017,48600,Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,60999
Ford,Transit Connect XL,2020,119000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,White,Black,True,18000
Land,Rover Range Rover,2020,36500,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Red,True,72000
Lexus,IS 250 Base,2010,121250,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Black,White,True,13250
BMW,X7 xDrive40i,2023,2437,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Gray,Black,True,78350
Volvo,XC90 T6 Momentum,2018,110380,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Beige,True,22000
Hyundai,Tucson Limited,2008,149000,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Black,Gray,True,3850
Dodge,Durango GT,2021,14684,Gasoline,3.6L V6 24V MPFI DOHC,DB Black Clearcoat,Black,True,37995
Mercedes-Benz,AMG C 43,2017,39000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Black,True,39000
GMC,Yukon XL SLT,2019,65212,Gasoline,5.3L V8 16V GDI OHV,Summit White,Jet Black,True,42995
Audi,RS Q8 4.0T,2020,41856,Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,91500
Toyota,RAV4 Hybrid XLE,2019,54000,Hybrid,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Gray,Gray,True,33000
Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,53900
Land,Rover Range Rover,2020,38356,Gasoline,2.0 Liter,Firenze Red Metallic,Ebony,True,36598
Alfa,Romeo Stelvio Ti,2020,21487,Gasoline,2.0L I4 16V GDI SOHC Turbo,Anodized Blue Metallic,Ice,True,35345
Cadillac,Escalade EXT Base,2007,99000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,22999
Ford,F-250 Lariat,2019,35597,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,Black,Black,True,47756
Nissan,350Z Enthusiast,2005,130307,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,9950
Subaru,Legacy 2.5 i,2010,178000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Blue,Black,True,7600
Honda,Civic LX,2003,160265,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,White,Gray,True,3000
McLaren,570S Spider,2020,8700,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,185000
Maserati,Ghibli S Q4,2016,1000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Red,True,36000
Jeep,Wagoneer Series II,2022,29800,Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w",–,–,True,58900
Maserati,Ghibli S Q4,2017,49750,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Red,True,27995
Lexus,RX 300 Base,2002,121000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,6348
Lincoln,Aviator Luxury,2005,140000,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,2000
Ford,Transit Connect XL,2018,66770,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,Red,–,False,21500
Cadillac,SRX Luxury Collection,2016,61549,Gasoline,3.6 Liter SIDI DOHC,Red,Ebony,True,19998
Lincoln,MKS EcoBoost,2016,38100,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Beige,True,21000
Toyota,Yaris Base,2010,138071,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Red,Gray,True,5000
Mercedes-Benz,AMG E 63,2019,40000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,72000
Mercedes-Benz,GLS 450 Base,2022,41545,Hybrid,3.0 Liter DOHC Twin Turbo,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,True,71998
Mercedes-Benz,G-Class G 550,2019,47850,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Black,True,127899
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Blue,Red,True,11000
Toyota,4Runner Limited,2019,48156,Gasoline,4.0L V6 24V MPFI DOHC,Midnight Black Metallic,Sand Beige,True,40368
Mercedes-Benz,S-Class S 580,2021,4700,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Black,Black,True,99900
